TimeStamp,TestCaseName,Result,Comments,Duration,LogLocation,AIMLogs,Campaign,User,Device,IsSecure,PIN,HWID,GUID,OSVersion,JavaVersion,PCName,EmailAddress,MKS_ID,,,,,,,
11/07/2014 15:51,fts.global_uat.network.static.mode_4g_only_to_3g_only,Passed,Browsing successful after switching from 4G Only to 3G only,00:01:39,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 15:53,fts.global_uat.network.static.mode_4g_only_to_4g_3g,Passed,Browsing successful after switching from 4G/3G to 4G only,00:01:41,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 15:54,fts.global_uat.network.static.mode_4g_only,Passed,Device camped onto a network with LTE coverage,00:00:59,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 15:55,fts.global_uat.network.static.mode_4g_3g_2g_to_3g_only,Passed,Browsing successful after switching from 4G/3G/2G to 3G only,00:01:43,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 15:57,fts.global_uat.network.static.mode_4g_3g_2g_to_2g_only,Passed,Browsing successful after switching from 4G/3G/2G to 2G only,00:02:11,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 15:59,fts.global_uat.network.static.mode_4g_3g_2g_to_4g_3g,Passed,Browsing successful after switching from 4G/3G/2G to 4G/3G,00:02:03,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:01,fts.global_uat.network.static.mode_4g_3g_to_4g_3g_2g,Passed,Browsing successful after switching from 4G/3G to 4G/3G/2G,00:02:03,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:04,fts.global_uat.network.static.mode_3g_only_to_4g_3g_2g,Passed,Browsing successful after switching from 3G Only to 4G/3G/2G,00:02:04,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:06,fts.global_uat.network.static.mode_2g_only_to_4g_3g_2g,Failed,Unable to open browser and wait for the URL(http://www.bing.com) to load properly.,00:03:34,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:09,fts.global_uat.network.static.mode_2g_only_to_4g_3g,Passed,Browsing successful after switching from 2G Only to 4G/3G,00:02:08,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:11,fts.global_uat.browser.internet.html_lte,Failed,Unable to open browser and wait for the URL(http://www.f1.com) to load properly.,00:01:34,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:13,fts.global_uat.telephony.basic.telephony_mo_lte,Passed,MO voice call completed successfully,00:02:20,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:15,fts.global_uat.telephony.basic.telephony_mt_lte,Passed,MT voice call answered successfully,00:02:13,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:17,fts.global_uat.telephony.basic.telephony_ignore_mo_lte,Passed,MO voice call ignore handled successfully,00:01:51,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:19,fts.global_uat.telephony.basic.telephony_ignore_mt_lte,Passed,MT voice call successfully ignored,00:01:55,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:21,fts.global_uat.telephony.basic.telephony_mo_busy_lte,Failed,BlackBerry did not acquire required service,00:03:15,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:25,fts.global_uat.telephony.basic.telephony_mo_no_answer_lte,Passed,MO voice call no answer handled successfully,00:03:22,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:28,fts.global_uat.telephony.basic.telephony_mt_no_answer_lte,Passed,MT voice call no answer handled successfully,00:02:02,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:30,fts.global_uat.telephony.features.telephony_hold_lte,Passed,Call Hold Successful,00:01:51,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:32,fts.global_uat.telephony.features.telephony_call_waiting_drop_lte,Passed,New incoming call remained connected after dropping current call,00:03:39,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:35,fts.global_uat.telephony.features.telephony_call_waiting_hold_lte,Passed,New incoming call remained connected after holding current call,00:03:03,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:39,fts.global_uat.telephony.features.telephony_call_waiting_ignore_lte,Passed,Current call remained connected after rejecting incoming call,00:03:07,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:42,fts.global_uat.telephony.features.telephony_call_waiting_ussd_lte,Passed,Call Waiting Set Successfully using USSD,00:06:31,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:48,fts.global_uat.telephony.features.telephony_conference_join_lte,Passed,Conference Call Setup Successfully,00:03:18,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:51,fts.global_uat.telephony.features.telephony_conference_drop_one_lte,Passed,Successfully dropped one call during conference call,00:03:18,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 16:55,fts.global_uat.telephony.features.telephony_forward_all_lte,Passed,Call successfully forwarded,00:05:23,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:00,fts.global_uat.telephony.features.telephony_forward_busy_lte,Passed,Call successfully forwarded when busy,00:05:47,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:06,fts.global_uat.telephony.features.telephony_forward_no_reply_lte,Failed,Waiting for incoming call timed out,00:09:24,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:15,fts.global_uat.telephony.features.telephony_forward_not_reachable_lte,Passed,Call successfully forwarded when not reachable,00:08:47,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:24,fts.global_uat.telephony.features.telephony_forward_all_option_lte,Passed,Call successfully forwarded,00:04:03,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:28,fts.global_uat.telephony.features.telephony_forward_busy_option_lte,Passed,Call successfully forwarded when busy,00:03:44,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:32,fts.global_uat.telephony.features.telephony_forward_no_reply_option_lte,Failed,Waiting for incoming call timed out,00:08:12,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:40,fts.global_uat.telephony.features.telephony_forward_not_reachable_option_lte,Passed,Call successfully forwarded when not reachable,00:07:17,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:47,fts.global_uat.telephony.features.telephony_mo_hidden_number_lte,Passed,Number hidden on MO Call,00:02:15,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:50,fts.global_uat.telephony.features.telephony_mo_hidden_number_ussd_lte,Passed,Number hidden on MO Call with USSD command,00:01:37,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:51,fts.global_uat.telephony.features.telephony_mt_hidden_number_lte,Passed,Number hidden on MT Call,00:01:46,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 17:53,fts.global_uat.telephony.interactions.telephony_browser_lte,Passed,Webpage loaded successfully during voice call,00:02:36,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:PageLoadDuringVoiceCall,Metadata Value 1:16.4,,,,
11/07/2014 17:56,fts.global_uat.telephony.interactions.telephony_email_mo_lte,Passed,Email was sent successfully during voice call,00:03:20,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:EmailSentTimeDuringVoiceCall,Metadata Value 1:18.0,,,,
11/07/2014 17:59,fts.global_uat.telephony.interactions.telephony_email_mt_lte,Passed,Email was received successfully during voice call,00:03:14,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:EmailReceivedTimeDuringVoiceCall,Metadata Value 1:18.2,,,,
11/07/2014 18:02,fts.global_uat.telephony.interactions.telephony_sms_mo_lte,Passed,SMS was sent successfully during voice call,00:03:01,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:SmsSentTimeDuringVoiceCall,Metadata Value 1:16.6,,,,
11/07/2014 18:05,fts.global_uat.telephony.interactions.telephony_sms_mt_lte,Passed,SMS was received successfully during voice call,00:02:55,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:SmsReceivedTimeDuringVoiceCall,Metadata Value 1:12.5,,,,
11/07/2014 18:08,fts.global_uat.telephony.interactions.telephony_mms_mo_lte,Failed,MMS message could not be found,00:05:35,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 18:14,fts.global_uat.telephony.interactions.telephony_mms_mt_lte,Passed,MMS was received successfully during voice call,00:03:07,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:MmsReceivedTimeDuringVoiceCall,Metadata Value 1:23.5,,,,
11/07/2014 18:17,fts.global_uat.telephony.interactions.telephony_csfb_lte,Passed,Telephony CSFB successful,00:17:57,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:CSFBthrougput,Metadata Value 1:795.3,,,,
11/07/2014 18:35,fts.global_uat.email.bds.email_mo_lte,Passed,Email was sent successfully,00:01:39,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:BDSEmailSendTime,Metadata Value 1:8.3,,,,
11/07/2014 18:37,fts.global_uat.email.bds.email_mt_lte,Passed,Email was received successfully,00:01:42,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:BDSEmailReceivedTime,Metadata Value 1:9.5,,,,
11/07/2014 18:38,fts.global_uat.email.bds.email_mo_attachment_lte,Passed,MO email with attachment sent successfully,00:01:49,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:EmailSentTimeWithAttachment,Metadata Value 1:18.3,,,,
11/07/2014 18:40,fts.global_uat.email.bds.email_mt_attachment_lte,Passed,MT email with attachment received successfully,00:01:51,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:EmailReceivedTimeWithAttachment,Metadata Value 1:18.3,,,,
11/07/2014 18:42,fts.global_uat.email.interactions.email_timestamp_lte,Passed,Email Timestamp Matches Device Time,00:01:47,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 18:44,fts.global_uat.email.interactions.email_browser_lte,Passed,Browser session successful during MO Email,00:02:43,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:PageLoadDuringEmail,Metadata Value 1:20.0,,,,
11/07/2014 18:47,fts.global_uat.email.interactions.email_voice_mo_lte,Passed,Voice call initiated successfully during MO Email,00:03:46,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 18:50,fts.global_uat.email.interactions.email_voice_mt_lte,Passed,Voice call received successfully during MO Email,00:04:26,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 18:55,fts.global_uat.email.interactions.email_sms_mo_lte,Passed,SMS sent successfully during MO Email,00:02:30,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:SmsSentTimeDuringEmail,Metadata Value 1:8.2,,,,
11/07/2014 18:57,fts.global_uat.email.interactions.email_sms_mt_lte,Passed,SMS received successfully during MO Email,00:03:37,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:SmsReceivedTimeDuringEmail,Metadata Value 1:13.1,,,,
11/07/2014 19:01,fts.global_uat.email.interactions.email_mms_mt_lte,Passed,MMS received successfully during MO Email,00:02:54,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:MmsReceivedTimeDuringEmail,Metadata Value 1:69.9,,,,
11/07/2014 19:04,fts.global_uat.messaging.sms.sms_mo_max_7bit_lte,Passed,7bit SMS sent successfully,00:01:20,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:7bitSMSSentTime,Metadata Value 1:3.7,,,,
11/07/2014 19:05,fts.global_uat.messaging.sms.sms_mt_max_7bit_lte,Passed,7bit SMS received successfully,00:01:30,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:7bitSMSDeliveryTime,Metadata Value 1:4.8,,,,
11/07/2014 19:07,fts.global_uat.messaging.sms.sms_mo_max_usc2_lte,Passed,USC2 SMS sent successfully,00:01:20,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:Usc2SMSSentTime,Metadata Value 1:3.6,,,,
11/07/2014 19:08,fts.global_uat.messaging.sms.sms_mt_max_usc2_lte,Passed,USC2 SMS received successfully,00:01:28,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:Usc2SMSDeliveryTime,Metadata Value 1:3.1,,,,
11/07/2014 19:10,fts.global_uat.messaging.sms.sms_mo_concatenated_lte,Passed,Concatenated SMS sent successfully,00:03:14,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:ConcatenatedSMSSentTime,Metadata Value 1:116.2,,,,
11/07/2014 19:13,fts.global_uat.messaging.sms.sms_mt_concatenated_lte,Failed,Unable to receive SMS message,00:03:01,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 19:16,fts.global_uat.messaging.mms.sms_mms_conversion_lte,Passed,MO SMS Message Greater than 7 Segments Sent as MMS,00:03:21,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
